Lat,Long,Date,Confirmed,Death,State
33.0,65.0,2020-01-22,0,0,Afghanistan
33.0,65.0,2020-01-23,0,0,Afghanistan
33.0,65.0,2020-01-24,0,0,Afghanistan
33.0,65.0,2020-01-25,0,0,Afghanistan
33.0,65.0,2020-01-26,0,0,Afghanistan
33.0,65.0,2020-01-27,0,0,Afghanistan
33.0,65.0,2020-01-28,0,0,Afghanistan
33.0,65.0,2020-01-29,0,0,Afghanistan
33.0,65.0,2020-01-30,0,0,Afghanistan
33.0,65.0,2020-01-31,0,0,Afghanistan
33.0,65.0,2020-02-01,0,0,Afghanistan
33.0,65.0,2020-02-02,0,0,Afghanistan
33.0,65.0,2020-02-03,0,0,Afghanistan
33.0,65.0,2020-02-04,0,0,Afghanistan
33.0,65.0,2020-02-05,0,0,Afghanistan
33.0,65.0,2020-02-06,0,0,Afghanistan
33.0,65.0,2020-02-07,0,0,Afghanistan
33.0,65.0,2020-02-08,0,0,Afghanistan
33.0,65.0,2020-02-09,0,0,Afghanistan
33.0,65.0,2020-02-10,0,0,Afghanistan
33.0,65.0,2020-02-11,0,0,Afghanistan
33.0,65.0,2020-02-12,0,0,Afghanistan
33.0,65.0,2020-02-13,0,0,Afghanistan
33.0,65.0,2020-02-14,0,0,Afghanistan
33.0,65.0,2020-02-15,0,0,Afghanistan
33.0,65.0,2020-02-16,0,0,Afghanistan
33.0,65.0,2020-02-17,0,0,Afghanistan
33.0,65.0,2020-02-18,0,0,Afghanistan
33.0,65.0,2020-02-19,0,0,Afghanistan
33.0,65.0,2020-02-20,0,0,Afghanistan
33.0,65.0,2020-02-21,0,0,Afghanistan
33.0,65.0,2020-02-22,0,0,Afghanistan
33.0,65.0,2020-02-23,0,0,Afghanistan
33.0,65.0,2020-02-24,1,0,Afghanistan
33.0,65.0,2020-02-25,1,0,Afghanistan
33.0,65.0,2020-02-26,1,0,Afghanistan
33.0,65.0,2020-02-27,1,0,Afghanistan
33.0,65.0,2020-02-28,1,0,Afghanistan
33.0,65.0,2020-02-29,1,0,Afghanistan
33.0,65.0,2020-03-01,1,0,Afghanistan
33.0,65.0,2020-03-02,1,0,Afghanistan
33.0,65.0,2020-03-03,1,0,Afghanistan
33.0,65.0,2020-03-04,1,0,Afghanistan
33.0,65.0,2020-03-05,1,0,Afghanistan
33.0,65.0,2020-03-06,1,0,Afghanistan
33.0,65.0,2020-03-07,1,0,Afghanistan
33.0,65.0,2020-03-08,4,0,Afghanistan
33.0,65.0,2020-03-09,4,0,Afghanistan
33.0,65.0,2020-03-10,5,0,Afghanistan
33.0,65.0,2020-03-11,7,0,Afghanistan
33.0,65.0,2020-03-12,7,0,Afghanistan
33.0,65.0,2020-03-13,7,0,Afghanistan
33.0,65.0,2020-03-14,11,0,Afghanistan
33.0,65.0,2020-03-15,16,0,Afghanistan
33.0,65.0,2020-03-16,21,0,Afghanistan
33.0,65.0,2020-03-17,22,0,Afghanistan
33.0,65.0,2020-03-18,22,0,Afghanistan
33.0,65.0,2020-03-19,22,0,Afghanistan
33.0,65.0,2020-03-20,24,0,Afghanistan
33.0,65.0,2020-03-21,24,0,Afghanistan
33.0,65.0,2020-03-22,40,1,Afghanistan
33.0,65.0,2020-03-23,40,1,Afghanistan
33.0,65.0,2020-03-24,74,1,Afghanistan
33.0,65.0,2020-03-25,84,2,Afghanistan
33.0,65.0,2020-03-26,94,4,Afghanistan
33.0,65.0,2020-03-27,110,4,Afghanistan
33.0,65.0,2020-03-28,110,4,Afghanistan
33.0,65.0,2020-03-29,120,4,Afghanistan
33.0,65.0,2020-03-30,170,4,Afghanistan
33.0,65.0,2020-03-31,174,4,Afghanistan
33.0,65.0,2020-04-01,237,4,Afghanistan
33.0,65.0,2020-04-02,273,6,Afghanistan
33.0,65.0,2020-04-03,281,6,Afghanistan
33.0,65.0,2020-04-04,299,7,Afghanistan
33.0,65.0,2020-04-05,349,7,Afghanistan
33.0,65.0,2020-04-06,367,11,Afghanistan
33.0,65.0,2020-04-07,423,14,Afghanistan
33.0,65.0,2020-04-08,444,14,Afghanistan
33.0,65.0,2020-04-09,484,15,Afghanistan
33.0,65.0,2020-04-10,521,15,Afghanistan
33.0,65.0,2020-04-11,555,18,Afghanistan
33.0,65.0,2020-04-12,607,18,Afghanistan
33.0,65.0,2020-04-13,665,21,Afghanistan
33.0,65.0,2020-04-14,714,23,Afghanistan
33.0,65.0,2020-04-15,784,25,Afghanistan
33.0,65.0,2020-04-16,840,30,Afghanistan
33.0,65.0,2020-04-17,906,30,Afghanistan
33.0,65.0,2020-04-18,933,30,Afghanistan
33.0,65.0,2020-04-19,996,33,Afghanistan
33.0,65.0,2020-04-20,1026,36,Afghanistan
33.0,65.0,2020-04-21,1092,36,Afghanistan
33.0,65.0,2020-04-22,1176,40,Afghanistan
33.0,65.0,2020-04-23,1279,42,Afghanistan
33.0,65.0,2020-04-24,1351,43,Afghanistan
33.0,65.0,2020-04-25,1463,47,Afghanistan
33.0,65.0,2020-04-26,1531,50,Afghanistan
33.0,65.0,2020-04-27,1703,57,Afghanistan
33.0,65.0,2020-04-28,1828,58,Afghanistan
33.0,65.0,2020-04-29,1939,60,Afghanistan
33.0,65.0,2020-04-30,2171,64,Afghanistan
33.0,65.0,2020-05-01,2335,68,Afghanistan
33.0,65.0,2020-05-02,2469,72,Afghanistan
33.0,65.0,2020-05-03,2704,85,Afghanistan
33.0,65.0,2020-05-04,2894,90,Afghanistan
33.0,65.0,2020-05-05,3224,95,Afghanistan
33.0,65.0,2020-05-06,3392,104,Afghanistan
33.0,65.0,2020-05-07,3563,106,Afghanistan
33.0,65.0,2020-05-08,3778,109,Afghanistan
33.0,65.0,2020-05-09,4033,115,Afghanistan
33.0,65.0,2020-05-10,4402,120,Afghanistan
33.0,65.0,2020-05-11,4687,122,Afghanistan
33.0,65.0,2020-05-12,4963,127,Afghanistan
33.0,65.0,2020-05-13,5226,132,Afghanistan
33.0,65.0,2020-05-14,5639,136,Afghanistan
33.0,65.0,2020-05-15,6053,153,Afghanistan
33.0,65.0,2020-05-16,6402,168,Afghanistan
33.0,65.0,2020-05-17,6664,169,Afghanistan
33.0,65.0,2020-05-18,7072,173,Afghanistan
33.0,65.0,2020-05-19,7653,178,Afghanistan
33.0,65.0,2020-05-20,8145,187,Afghanistan
33.0,65.0,2020-05-21,8676,193,Afghanistan
33.0,65.0,2020-05-22,9216,205,Afghanistan
33.0,65.0,2020-05-23,9998,216,Afghanistan
33.0,65.0,2020-05-24,10582,218,Afghanistan
33.0,65.0,2020-05-25,11173,219,Afghanistan
33.0,65.0,2020-05-26,11831,220,Afghanistan
33.0,65.0,2020-05-27,12456,227,Afghanistan
33.0,65.0,2020-05-28,13036,235,Afghanistan
33.0,65.0,2020-05-29,13659,246,Afghanistan
33.0,65.0,2020-05-30,14525,249,Afghanistan
33.0,65.0,2020-05-31,15205,257,Afghanistan
33.0,65.0,2020-06-01,15750,265,Afghanistan
33.0,65.0,2020-06-02,16509,270,Afghanistan
33.0,65.0,2020-06-03,17267,294,Afghanistan
33.0,65.0,2020-06-04,18054,300,Afghanistan
33.0,65.0,2020-06-05,18969,309,Afghanistan
33.0,65.0,2020-06-06,19551,327,Afghanistan
33.0,65.0,2020-06-07,20342,357,Afghanistan
33.0,65.0,2020-06-08,20917,369,Afghanistan
33.0,65.0,2020-06-09,21459,384,Afghanistan
33.0,65.0,2020-06-10,22142,405,Afghanistan
33.0,65.0,2020-06-11,22890,426,Afghanistan
33.0,65.0,2020-06-12,23546,446,Afghanistan
33.0,65.0,2020-06-13,24102,451,Afghanistan
33.0,65.0,2020-06-14,24766,471,Afghanistan
33.0,65.0,2020-06-15,25527,478,Afghanistan
33.0,65.0,2020-06-16,26310,491,Afghanistan
33.0,65.0,2020-06-17,26874,504,Afghanistan
33.0,65.0,2020-06-18,27532,546,Afghanistan
33.0,65.0,2020-06-19,27878,548,Afghanistan
33.0,65.0,2020-06-20,28424,569,Afghanistan
33.0,65.0,2020-06-21,28833,581,Afghanistan
33.0,65.0,2020-06-22,29157,598,Afghanistan
41.1533,20.1683,2020-01-22,0,0,Albanie
41.1533,20.1683,2020-01-23,0,0,Albanie
41.1533,20.1683,2020-01-24,0,0,Albanie
41.1533,20.1683,2020-01-25,0,0,Albanie
41.1533,20.1683,2020-01-26,0,0,Albanie
41.1533,20.1683,2020-01-27,0,0,Albanie
41.1533,20.1683,2020-01-28,0,0,Albanie
41.1533,20.1683,2020-01-29,0,0,Albanie
41.1533,20.1683,2020-01-30,0,0,Albanie
41.1533,20.1683,2020-01-31,0,0,Albanie
41.1533,20.1683,2020-02-01,0,0,Albanie
41.1533,20.1683,2020-02-02,0,0,Albanie
41.1533,20.1683,2020-02-03,0,0,Albanie
41.1533,20.1683,2020-02-04,0,0,Albanie
41.1533,20.1683,2020-02-05,0,0,Albanie
41.1533,20.1683,2020-02-06,0,0,Albanie
41.1533,20.1683,2020-02-07,0,0,Albanie
41.1533,20.1683,2020-02-08,0,0,Albanie
41.1533,20.1683,2020-02-09,0,0,Albanie
41.1533,20.1683,2020-02-10,0,0,Albanie
41.1533,20.1683,2020-02-11,0,0,Albanie
41.1533,20.1683,2020-02-12,0,0,Albanie
41.1533,20.1683,2020-02-13,0,0,Albanie
41.1533,20.1683,2020-02-14,0,0,Albanie
41.1533,20.1683,2020-02-15,0,0,Albanie
41.1533,20.1683,2020-02-16,0,0,Albanie
41.1533,20.1683,2020-02-17,0,0,Albanie
41.1533,20.1683,2020-02-18,0,0,Albanie
41.1533,20.1683,2020-02-19,0,0,Albanie
41.1533,20.1683,2020-02-20,0,0,Albanie
41.1533,20.1683,2020-02-21,0,0,Albanie
41.1533,20.1683,2020-02-22,0,0,Albanie
41.1533,20.1683,2020-02-23,0,0,Albanie
41.1533,20.1683,2020-02-24,0,0,Albanie
41.1533,20.1683,2020-02-25,0,0,Albanie
41.1533,20.1683,2020-02-26,0,0,Albanie
41.1533,20.1683,2020-02-27,0,0,Albanie
41.1533,20.1683,2020-02-28,0,0,Albanie
41.1533,20.1683,2020-02-29,0,0,Albanie
41.1533,20.1683,2020-03-01,0,0,Albanie
41.1533,20.1683,2020-03-02,0,0,Albanie
41.1533,20.1683,2020-03-03,0,0,Albanie
41.1533,20.1683,2020-03-04,0,0,Albanie
41.1533,20.1683,2020-03-05,0,0,Albanie
41.1533,20.1683,2020-03-06,0,0,Albanie
41.1533,20.1683,2020-03-07,0,0,Albanie
41.1533,20.1683,2020-03-08,0,0,Albanie
41.1533,20.1683,2020-03-09,2,0,Albanie
41.1533,20.1683,2020-03-10,10,0,Albanie
41.1533,20.1683,2020-03-11,12,1,Albanie
41.1533,20.1683,2020-03-12,23,1,Albanie
41.1533,20.1683,2020-03-13,33,1,Albanie
41.1533,20.1683,2020-03-14,38,1,Albanie
41.1533,20.1683,2020-03-15,42,1,Albanie
41.1533,20.1683,2020-03-16,51,1,Albanie
41.1533,20.1683,2020-03-17,55,1,Albanie
41.1533,20.1683,2020-03-18,59,2,Albanie
41.1533,20.1683,2020-03-19,64,2,Albanie
41.1533,20.1683,2020-03-20,70,2,Albanie
41.1533,20.1683,2020-03-21,76,2,Albanie
41.1533,20.1683,2020-03-22,89,2,Albanie
41.1533,20.1683,2020-03-23,104,4,Albanie
41.1533,20.1683,2020-03-24,123,5,Albanie
41.1533,20.1683,2020-03-25,146,5,Albanie
41.1533,20.1683,2020-03-26,174,6,Albanie
41.1533,20.1683,2020-03-27,186,8,Albanie
41.1533,20.1683,2020-03-28,197,10,Albanie
41.1533,20.1683,2020-03-29,212,10,Albanie
41.1533,20.1683,2020-03-30,223,11,Albanie
41.1533,20.1683,2020-03-31,243,15,Albanie
41.1533,20.1683,2020-04-01,259,15,Albanie
41.1533,20.1683,2020-04-02,277,16,Albanie
41.1533,20.1683,2020-04-03,304,17,Albanie
41.1533,20.1683,2020-04-04,333,20,Albanie
41.1533,20.1683,2020-04-05,361,20,Albanie
41.1533,20.1683,2020-04-06,377,21,Albanie
41.1533,20.1683,2020-04-07,383,22,Albanie
41.1533,20.1683,2020-04-08,400,22,Albanie
41.1533,20.1683,2020-04-09,409,23,Albanie
41.1533,20.1683,2020-04-10,416,23,Albanie
41.1533,20.1683,2020-04-11,433,23,Albanie
41.1533,20.1683,2020-04-12,446,23,Albanie
41.1533,20.1683,2020-04-13,467,23,Albanie
41.1533,20.1683,2020-04-14,475,24,Albanie
41.1533,20.1683,2020-04-15,494,25,Albanie
41.1533,20.1683,2020-04-16,518,26,Albanie
41.1533,20.1683,2020-04-17,539,26,Albanie
41.1533,20.1683,2020-04-18,548,26,Albanie
41.1533,20.1683,2020-04-19,562,26,Albanie
41.1533,20.1683,2020-04-20,584,26,Albanie
41.1533,20.1683,2020-04-21,609,26,Albanie
41.1533,20.1683,2020-04-22,634,27,Albanie
41.1533,20.1683,2020-04-23,663,27,Albanie
41.1533,20.1683,2020-04-24,678,27,Albanie
41.1533,20.1683,2020-04-25,712,27,Albanie
41.1533,20.1683,2020-04-26,726,28,Albanie
41.1533,20.1683,2020-04-27,736,28,Albanie
41.1533,20.1683,2020-04-28,750,30,Albanie
41.1533,20.1683,2020-04-29,766,30,Albanie
41.1533,20.1683,2020-04-30,773,31,Albanie
41.1533,20.1683,2020-05-01,782,31,Albanie
41.1533,20.1683,2020-05-02,789,31,Albanie
41.1533,20.1683,2020-05-03,795,31,Albanie
41.1533,20.1683,2020-05-04,803,31,Albanie
41.1533,20.1683,2020-05-05,820,31,Albanie
41.1533,20.1683,2020-05-06,832,31,Albanie
41.1533,20.1683,2020-05-07,842,31,Albanie
41.1533,20.1683,2020-05-08,850,31,Albanie
41.1533,20.1683,2020-05-09,856,31,Albanie
41.1533,20.1683,2020-05-10,868,31,Albanie
41.1533,20.1683,2020-05-11,872,31,Albanie
41.1533,20.1683,2020-05-12,876,31,Albanie
41.1533,20.1683,2020-05-13,880,31,Albanie
41.1533,20.1683,2020-05-14,898,31,Albanie
41.1533,20.1683,2020-05-15,916,31,Albanie
41.1533,20.1683,2020-05-16,933,31,Albanie
41.1533,20.1683,2020-05-17,946,31,Albanie
41.1533,20.1683,2020-05-18,948,31,Albanie
41.1533,20.1683,2020-05-19,949,31,Albanie
41.1533,20.1683,2020-05-20,964,31,Albanie
41.1533,20.1683,2020-05-21,969,31,Albanie
41.1533,20.1683,2020-05-22,981,31,Albanie
41.1533,20.1683,2020-05-23,989,31,Albanie
41.1533,20.1683,2020-05-24,998,32,Albanie
41.1533,20.1683,2020-05-25,1004,32,Albanie
41.1533,20.1683,2020-05-26,1029,33,Albanie
41.1533,20.1683,2020-05-27,1050,33,Albanie
41.1533,20.1683,2020-05-28,1076,33,Albanie
41.1533,20.1683,2020-05-29,1099,33,Albanie
41.1533,20.1683,2020-05-30,1122,33,Albanie
41.1533,20.1683,2020-05-31,1137,33,Albanie
41.1533,20.1683,2020-06-01,1143,33,Albanie
41.1533,20.1683,2020-06-02,1164,33,Albanie
41.1533,20.1683,2020-06-03,1184,33,Albanie
41.1533,20.1683,2020-06-04,1197,33,Albanie
41.1533,20.1683,2020-06-05,1212,33,Albanie
41.1533,20.1683,2020-06-06,1232,34,Albanie
41.1533,20.1683,2020-06-07,1246,34,Albanie
41.1533,20.1683,2020-06-08,1263,34,Albanie
41.1533,20.1683,2020-06-09,1299,34,Albanie
41.1533,20.1683,2020-06-10,1341,34,Albanie
41.1533,20.1683,2020-06-11,1385,35,Albanie
41.1533,20.1683,2020-06-12,1416,36,Albanie
41.1533,20.1683,2020-06-13,1464,36,Albanie
41.1533,20.1683,2020-06-14,1521,36,Albanie
41.1533,20.1683,2020-06-15,1590,36,Albanie
41.1533,20.1683,2020-06-16,1672,37,Albanie
41.1533,20.1683,2020-06-17,1722,38,Albanie
41.1533,20.1683,2020-06-18,1788,39,Albanie
41.1533,20.1683,2020-06-19,1838,42,Albanie
41.1533,20.1683,2020-06-20,1891,43,Albanie
41.1533,20.1683,2020-06-21,1962,44,Albanie
41.1533,20.1683,2020-06-22,1995,44,Albanie
28.0339,1.6596,2020-01-22,0,0,Algérie
28.0339,1.6596,2020-01-23,0,0,Algérie
28.0339,1.6596,2020-01-24,0,0,Algérie
28.0339,1.6596,2020-01-25,0,0,Algérie
28.0339,1.6596,2020-01-26,0,0,Algérie
28.0339,1.6596,2020-01-27,0,0,Algérie
28.0339,1.6596,2020-01-28,0,0,Algérie
28.0339,1.6596,2020-01-29,0,0,Algérie
28.0339,1.6596,2020-01-30,0,0,Algérie
28.0339,1.6596,2020-01-31,0,0,Algérie
28.0339,1.6596,2020-02-01,0,0,Algérie
28.0339,1.6596,2020-02-02,0,0,Algérie
28.0339,1.6596,2020-02-03,0,0,Algérie
28.0339,1.6596,2020-02-04,0,0,Algérie
28.0339,1.6596,2020-02-05,0,0,Algérie
28.0339,1.6596,2020-02-06,0,0,Algérie
28.0339,1.6596,2020-02-07,0,0,Algérie
28.0339,1.6596,2020-02-08,0,0,Algérie
28.0339,1.6596,2020-02-09,0,0,Algérie
28.0339,1.6596,2020-02-10,0,0,Algérie
28.0339,1.6596,2020-02-11,0,0,Algérie
28.0339,1.6596,2020-02-12,0,0,Algérie
28.0339,1.6596,2020-02-13,0,0,Algérie
28.0339,1.6596,2020-02-14,0,0,Algérie
28.0339,1.6596,2020-02-15,0,0,Algérie
28.0339,1.6596,2020-02-16,0,0,Algérie
28.0339,1.6596,2020-02-17,0,0,Algérie
28.0339,1.6596,2020-02-18,0,0,Algérie
28.0339,1.6596,2020-02-19,0,0,Algérie
28.0339,1.6596,2020-02-20,0,0,Algérie
28.0339,1.6596,2020-02-21,0,0,Algérie
28.0339,1.6596,2020-02-22,0,0,Algérie
28.0339,1.6596,2020-02-23,0,0,Algérie
28.0339,1.6596,2020-02-24,0,0,Algérie
28.0339,1.6596,2020-02-25,1,0,Algérie
28.0339,1.6596,2020-02-26,1,0,Algérie
28.0339,1.6596,2020-02-27,1,0,Algérie
28.0339,1.6596,2020-02-28,1,0,Algérie
28.0339,1.6596,2020-02-29,1,0,Algérie
28.0339,1.6596,2020-03-01,1,0,Algérie
28.0339,1.6596,2020-03-02,3,0,Algérie
28.0339,1.6596,2020-03-03,5,0,Algérie
28.0339,1.6596,2020-03-04,12,0,Algérie
28.0339,1.6596,2020-03-05,12,0,Algérie
28.0339,1.6596,2020-03-06,17,0,Algérie
28.0339,1.6596,2020-03-07,17,0,Algérie
28.0339,1.6596,2020-03-08,19,0,Algérie
28.0339,1.6596,2020-03-09,20,0,Algérie
28.0339,1.6596,2020-03-10,20,0,Algérie
28.0339,1.6596,2020-03-11,20,0,Algérie
28.0339,1.6596,2020-03-12,24,1,Algérie
28.0339,1.6596,2020-03-13,26,2,Algérie
28.0339,1.6596,2020-03-14,37,3,Algérie
28.0339,1.6596,2020-03-15,48,4,Algérie
28.0339,1.6596,2020-03-16,54,4,Algérie
28.0339,1.6596,2020-03-17,60,4,Algérie
28.0339,1.6596,2020-03-18,74,7,Algérie
28.0339,1.6596,2020-03-19,87,9,Algérie
28.0339,1.6596,2020-03-20,90,11,Algérie
28.0339,1.6596,2020-03-21,139,15,Algérie
28.0339,1.6596,2020-03-22,201,17,Algérie
28.0339,1.6596,2020-03-23,230,17,Algérie
28.0339,1.6596,2020-03-24,264,19,Algérie
28.0339,1.6596,2020-03-25,302,21,Algérie
28.0339,1.6596,2020-03-26,367,25,Algérie
28.0339,1.6596,2020-03-27,409,26,Algérie
28.0339,1.6596,2020-03-28,454,29,Algérie
28.0339,1.6596,2020-03-29,511,31,Algérie
28.0339,1.6596,2020-03-30,584,35,Algérie
28.0339,1.6596,2020-03-31,716,44,Algérie
28.0339,1.6596,2020-04-01,847,58,Algérie
28.0339,1.6596,2020-04-02,986,86,Algérie
28.0339,1.6596,2020-04-03,1171,105,Algérie
28.0339,1.6596,2020-04-04,1251,130,Algérie
28.0339,1.6596,2020-04-05,1320,152,Algérie
28.0339,1.6596,2020-04-06,1423,173,Algérie
28.0339,1.6596,2020-04-07,1468,193,Algérie
28.0339,1.6596,2020-04-08,1572,205,Algérie
28.0339,1.6596,2020-04-09,1666,235,Algérie
28.0339,1.6596,2020-04-10,1761,256,Algérie
28.0339,1.6596,2020-04-11,1825,275,Algérie
28.0339,1.6596,2020-04-12,1914,293,Algérie
28.0339,1.6596,2020-04-13,1983,313,Algérie
28.0339,1.6596,2020-04-14,2070,326,Algérie
28.0339,1.6596,2020-04-15,2160,336,Algérie
28.0339,1.6596,2020-04-16,2268,348,Algérie
28.0339,1.6596,2020-04-17,2418,364,Algérie
28.0339,1.6596,2020-04-18,2534,367,Algérie
28.0339,1.6596,2020-04-19,2629,375,Algérie
28.0339,1.6596,2020-04-20,2718,384,Algérie
28.0339,1.6596,2020-04-21,2811,392,Algérie
28.0339,1.6596,2020-04-22,2910,402,Algérie
28.0339,1.6596,2020-04-23,3007,407,Algérie
28.0339,1.6596,2020-04-24,3127,415,Algérie
28.0339,1.6596,2020-04-25,3256,419,Algérie
28.0339,1.6596,2020-04-26,3382,425,Algérie
28.0339,1.6596,2020-04-27,3517,432,Algérie
28.0339,1.6596,2020-04-28,3649,437,Algérie
28.0339,1.6596,2020-04-29,3848,444,Algérie
28.0339,1.6596,2020-04-30,4006,450,Algérie
28.0339,1.6596,2020-05-01,4154,453,Algérie
28.0339,1.6596,2020-05-02,4295,459,Algérie
28.0339,1.6596,2020-05-03,4474,463,Algérie
28.0339,1.6596,2020-05-04,4648,465,Algérie
28.0339,1.6596,2020-05-05,4838,470,Algérie
28.0339,1.6596,2020-05-06,4997,476,Algérie
28.0339,1.6596,2020-05-07,5182,483,Algérie
28.0339,1.6596,2020-05-08,5369,488,Algérie
28.0339,1.6596,2020-05-09,5558,494,Algérie
28.0339,1.6596,2020-05-10,5723,502,Algérie
28.0339,1.6596,2020-05-11,5891,507,Algérie
28.0339,1.6596,2020-05-12,6067,515,Algérie
28.0339,1.6596,2020-05-13,6253,522,Algérie
28.0339,1.6596,2020-05-14,6442,529,Algérie
28.0339,1.6596,2020-05-15,6629,536,Algérie
28.0339,1.6596,2020-05-16,6821,542,Algérie
28.0339,1.6596,2020-05-17,7019,548,Algérie
28.0339,1.6596,2020-05-18,7201,555,Algérie
28.0339,1.6596,2020-05-19,7377,561,Algérie
28.0339,1.6596,2020-05-20,7542,568,Algérie
28.0339,1.6596,2020-05-21,7728,575,Algérie
28.0339,1.6596,2020-05-22,7918,582,Algérie
28.0339,1.6596,2020-05-23,8113,592,Algérie
28.0339,1.6596,2020-05-24,8306,600,Algérie
28.0339,1.6596,2020-05-25,8503,609,Algérie
28.0339,1.6596,2020-05-26,8697,617,Algérie
28.0339,1.6596,2020-05-27,8857,623,Algérie
28.0339,1.6596,2020-05-28,8997,630,Algérie
28.0339,1.6596,2020-05-29,9134,638,Algérie
28.0339,1.6596,2020-05-30,9267,646,Algérie
28.0339,1.6596,2020-05-31,9394,653,Algérie
28.0339,1.6596,2020-06-01,9513,661,Algérie
28.0339,1.6596,2020-06-02,9626,667,Algérie
28.0339,1.6596,2020-06-03,9733,673,Algérie
28.0339,1.6596,2020-06-04,9831,681,Algérie
28.0339,1.6596,2020-06-05,9935,690,Algérie
28.0339,1.6596,2020-06-06,10050,698,Algérie
28.0339,1.6596,2020-06-07,10154,707,Algérie
28.0339,1.6596,2020-06-08,10265,715,Algérie
28.0339,1.6596,2020-06-09,10382,724,Algérie
28.0339,1.6596,2020-06-10,10484,732,Algérie
28.0339,1.6596,2020-06-11,10589,741,Algérie
28.0339,1.6596,2020-06-12,10698,751,Algérie
28.0339,1.6596,2020-06-13,10810,760,Algérie
28.0339,1.6596,2020-06-14,10919,767,Algérie
28.0339,1.6596,2020-06-15,11031,777,Algérie
28.0339,1.6596,2020-06-16,11147,788,Algérie
28.0339,1.6596,2020-06-17,11268,799,Algérie
28.0339,1.6596,2020-06-18,11385,811,Algérie
28.0339,1.6596,2020-06-19,11504,825,Algérie
28.0339,1.6596,2020-06-20,11631,837,Algérie
28.0339,1.6596,2020-06-21,11771,845,Algérie
28.0339,1.6596,2020-06-22,11920,852,Algérie
42.5063,1.5218,2020-01-22,0,0,Andorre
42.5063,1.5218,2020-01-23,0,0,Andorre
42.5063,1.5218,2020-01-24,0,0,Andorre
42.5063,1.5218,2020-01-25,0,0,Andorre
42.5063,1.5218,2020-01-26,0,0,Andorre
42.5063,1.5218,2020-01-27,0,0,Andorre
42.5063,1.5218,2020-01-28,0,0,Andorre
42.5063,1.5218,2020-01-29,0,0,Andorre
42.5063,1.5218,2020-01-30,0,0,Andorre
42.5063,1.5218,2020-01-31,0,0,Andorre
42.5063,1.5218,2020-02-01,0,0,Andorre
42.5063,1.5218,2020-02-02,0,0,Andorre
42.5063,1.5218,2020-02-03,0,0,Andorre
42.5063,1.5218,2020-02-04,0,0,Andorre
42.5063,1.5218,2020-02-05,0,0,Andorre
42.5063,1.5218,2020-02-06,0,0,Andorre
42.5063,1.5218,2020-02-07,0,0,Andorre
42.5063,1.5218,2020-02-08,0,0,Andorre
42.5063,1.5218,2020-02-09,0,0,Andorre
42.5063,1.5218,2020-02-10,0,0,Andorre
42.5063,1.5218,2020-02-11,0,0,Andorre
42.5063,1.5218,2020-02-12,0,0,Andorre
42.5063,1.5218,2020-02-13,0,0,Andorre
42.5063,1.5218,2020-02-14,0,0,Andorre
42.5063,1.5218,2020-02-15,0,0,Andorre
42.5063,1.5218,2020-02-16,0,0,Andorre
42.5063,1.5218,2020-02-17,0,0,Andorre
42.5063,1.5218,2020-02-18,0,0,Andorre
42.5063,1.5218,2020-02-19,0,0,Andorre
42.5063,1.5218,2020-02-20,0,0,Andorre
42.5063,1.5218,2020-02-21,0,0,Andorre
42.5063,1.5218,2020-02-22,0,0,Andorre
42.5063,1.5218,2020-02-23,0,0,Andorre
42.5063,1.5218,2020-02-24,0,0,Andorre
42.5063,1.5218,2020-02-25,0,0,Andorre
42.5063,1.5218,2020-02-26,0,0,Andorre
42.5063,1.5218,2020-02-27,0,0,Andorre
42.5063,1.5218,2020-02-28,0,0,Andorre
42.5063,1.5218,2020-02-29,0,0,Andorre
42.5063,1.5218,2020-03-01,0,0,Andorre
42.5063,1.5218,2020-03-02,1,0,Andorre
42.5063,1.5218,2020-03-03,1,0,Andorre
42.5063,1.5218,2020-03-04,1,0,Andorre
42.5063,1.5218,2020-03-05,1,0,Andorre
42.5063,1.5218,2020-03-06,1,0,Andorre
42.5063,1.5218,2020-03-07,1,0,Andorre
42.5063,1.5218,2020-03-08,1,0,Andorre
42.5063,1.5218,2020-03-09,1,0,Andorre
42.5063,1.5218,2020-03-10,1,0,Andorre
42.5063,1.5218,2020-03-11,1,0,Andorre
42.5063,1.5218,2020-03-12,1,0,Andorre
42.5063,1.5218,2020-03-13,1,0,Andorre
42.5063,1.5218,2020-03-14,1,0,Andorre
42.5063,1.5218,2020-03-15,1,0,Andorre
42.5063,1.5218,2020-03-16,2,0,Andorre
42.5063,1.5218,2020-03-17,39,0,Andorre
42.5063,1.5218,2020-03-18,39,0,Andorre
42.5063,1.5218,2020-03-19,53,0,Andorre
42.5063,1.5218,2020-03-20,75,0,Andorre
42.5063,1.5218,2020-03-21,88,0,Andorre
42.5063,1.5218,2020-03-22,113,1,Andorre
42.5063,1.5218,2020-03-23,133,1,Andorre
42.5063,1.5218,2020-03-24,164,1,Andorre
42.5063,1.5218,2020-03-25,188,1,Andorre
42.5063,1.5218,2020-03-26,224,3,Andorre
42.5063,1.5218,2020-03-27,267,3,Andorre
42.5063,1.5218,2020-03-28,308,3,Andorre
42.5063,1.5218,2020-03-29,334,6,Andorre
42.5063,1.5218,2020-03-30,370,8,Andorre
42.5063,1.5218,2020-03-31,376,12,Andorre
42.5063,1.5218,2020-04-01,390,14,Andorre
