Id,SalePrice
1461,119509.29487637614
1462,152431.86475649496
1463,182930.60003973107
1464,197597.58686790234
1465,197989.83125035328
1466,170077.09924250736
1467,177995.381576806
1468,161689.57203679517
1469,190046.07590411237
1470,117543.87342428998
1471,196572.83619483636
1472,96186.3448956277
1473,93045.72543796216
1474,143373.3678296783
1475,108751.31401237493
1476,366798.0796252328
1477,249694.090885909
1478,282842.45271930395
1479,282593.0099016306
1480,471579.9754675132
1481,313621.45173114864
1482,208743.1524434012
1483,182462.57009655845
1484,159134.76744350075
1485,189669.14781759607
1486,195084.0583922364
1487,325921.94540230447
1488,234085.9166727047
1489,191914.8364955442
1490,239954.0582967875
1491,195157.34632682567
1492,88481.37931562202
1493,176834.3185224289
1494,294409.0629696724
1495,287653.4577163057
1496,228933.90057094628
1497,176810.62798081973
1498,165721.65291641845
1499,159946.53622436698
1500,155548.2265867201
1501,174562.51218849796
1502,143653.3032826924
1503,282380.9989124152
1504,237852.42469261467
1505,223816.43831455286
1506,192881.99061591184
1507,246372.93517734154
1508,203814.1835667018
1509,157151.50695210462
1510,140823.85005134964
1511,154569.72131893414
1512,178227.80099507846
1513,147454.751879065
1514,156617.74951863283
1515,200802.69687231307
1516,155325.16335011474
1517,167356.15350609587
1518,132353.41861420867
1519,209662.14920447872
1520,127287.08967413964
1521,133656.56717317845
1522,179450.0251064228
1523,108489.30511852728
1524,130764.47045679775
1525,119624.35205240097
1526,110584.65690101948
1527,101568.46894286202
1528,140808.34447426526
1529,145361.66012279084
1530,180004.2468170543
1531,106066.35804697852
1532,96340.03049990092
1533,154574.6522316069
1534,131828.06919098977
1535,147514.8591096357
1536,106972.51551562636
1537,62559.80283443725
1538,153755.3102060243
1539,198517.76040003673
1540,97994.23794010858
1541,141173.760731134
1542,141953.40590270393
1543,191135.18378532547
1544,87216.16025067348
1545,116955.68995407221
1546,135634.53464836077
1547,135259.5132915507
1548,140935.59066236642
1549,120956.07315387567
1550,132087.45237017763
1551,106603.8903176673
1552,129759.86935049281
1553,147869.01727805776
1554,116647.9101784385
1555,166129.9844750215
1556,89147.50200939982
1557,107676.54793593829
1558,102061.55682134898
1559,61813.13168669844
1560,133344.13033917072
1561,131381.38861920938
1562,127065.711896148
1563,118480.44870557098
1564,159487.3736245281
1565,143951.69017373928
1566,239128.0123347624
1567,76401.29848209817
1568,236324.40425049287
1569,134186.96536419558
1570,135958.4350234408
1571,119689.78208128903
1572,143471.68935998922
1573,234263.90702193632
1574,120680.50097504957
1575,224498.28471337107
1576,261449.45714239532
1577,180750.2396093294
1578,147136.67613951873
1579,144265.47817920032
1580,193604.46355177413
1581,154841.82854261546
1582,120838.62079198737
1583,299234.47242005554
1584,216959.486381401
1585,135850.41665699994
1586,61657.39532308183
1587,102572.88088114819
1588,151573.3476955739
1589,101640.5738349786
1590,135499.21419352866
1591,91962.05298454117
1592,118316.91874829445
1593,118948.79119242789
1594,125750.06693465672
1595,104453.45000930586
1596,220360.5651317403
1597,187804.03598832883
1598,228222.08319425318
1599,163508.03710840555
1600,159259.90594898458
1601,67529.85419074501
1602,116015.03432169666
1603,68432.91830942775
1604,253822.9680986423
1605,245047.59024710176
1606,174543.65990877012
1607,182858.1150392321
1608,219958.39313843215
1609,183113.68672699248
1610,148093.47858548578
1611,139520.5744468574
1612,171405.54189585554
1613,166958.52149551094
1614,127389.15170818675
1615,92121.9784016091
1616,78755.55215513543
1617,93389.27780482794
1618,122013.71750796722
1619,136494.99352316628
1620,155133.87957049563
1621,140108.03651504105
1622,138048.0229789961
1623,254164.78296011107
1624,216106.02517589246
1625,119631.90762634466
1626,172144.0027505366
1627,193706.4933262758
1628,268745.6000707052
1629,174089.69735522242
1630,349479.01321580005
1631,228719.38865732594
1632,246814.54730430085
1633,168900.12931636578
1634,185353.3391622036
1635,176218.7179435537
1636,151498.5493198062
1637,205059.78192578012
1638,181027.35467527714
1639,187502.24002559626
1640,254436.84252182473
1641,180090.67035776546
1642,239364.5802149211
1643,212601.47932006203
1644,229748.5229679328
1645,203117.52517501198
1646,155752.62178965524
1647,156956.16463698843
1648,127795.788345736
1649,140434.7467474807
1650,109832.05888855977
1651,119198.42503501629
1652,97738.83689669076
1653,100191.59322683944
1654,140814.00628769083
1655,135585.56936872608
1656,138111.98000362414
1657,144680.3287151016
1658,140786.9095946627
1659,115456.80264608185
1660,149523.88371633468
1661,441891.54438116465
1662,384235.8274695343
1663,380685.81673900585
1664,498545.14494022774
1665,308517.69372278656
1666,315588.265912102
1667,376207.51991088665
1668,350884.0273634996
1669,298037.7090752868
1670,344598.40305853356
1671,264661.3501754187
1672,414783.9655955182
1673,289733.3245457388
1674,242164.27899913318
1675,198366.9719086086
1676,197540.46813925146
1677,224206.92007971232
1678,447554.9948362526
1679,365020.02275312523
1680,336369.944907547
1681,244699.1373006658
1682,295218.23221430316
1683,185667.298713937
1684,174980.8849351388
1685,173713.68493911502
1686,166966.40988832802
1687,168166.7863917726
1688,190709.4144455668
1689,193131.26389768522
1690,198448.86879809218
1691,188293.1291712581
1692,256696.27024011262
1693,166758.80829679003
1694,180458.3984455788
1695,158778.293699598
1696,270811.91994060634
1697,165157.12368913257
1698,340831.70636852796
1699,309538.06570962217
1700,254673.66062539205
1701,273926.8107844622
1702,238627.23059283133
1703,234159.14655154516
1704,272382.3138694715
1705,232528.41002161647
1706,414679.55665450956
1707,208932.0649002646
1708,202673.98412272386
1709,269025.62522359006
1710,221284.82724782004
1711,269827.0943592862
1712,255162.5835793123
1713,274703.6396300262
1714,220995.9545669084
1715,205963.80202601745
1716,184337.00242119018
1717,174111.6455754311
1718,137540.95595432396
1719,202574.93397083948
1720,229043.77553130744
1721,165168.88500367038
1722,127089.82146579599
1723,157156.95680799472
1724,205309.66522799098
1725,233543.08622058545
1726,184471.5842522381
1727,157572.2773171801
1728,174886.29100979812
1729,168173.56985848834
1730,159495.14502368166
1731,119896.92908610536
1732,122851.52613826486
1733,113864.68899900121
1734,123648.90293108989
1735,125280.55685920292
